# pseudo_MSE2 hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=100
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# do not apply a chunk scale before feeding these values to the pseudo_MSE2 block
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE2 quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 160
expected_e1_wins 160
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
068 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
069 0xbad642b2 -0.0016346781 1000 0 0 00 1000 0 0 0 0xbad642b2 -0.0016346781 0xbad642b2 -0.0016346781 0x00000000 0
070 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
071 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
072 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
073 0x3f112971 0.567038596 0010 0 2 10 0100 2 0 0 0x3d894b88 0.0670385957 0x3d894b88 0.0670385957 0x00000000 0
074 0xbadd66e5 -0.00168916269 1000 0 0 00 1000 0 0 0 0xbadd66e5 -0.00168916269 0xbadd66e5 -0.00168916269 0x00000000 0
075 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
076 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
077 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
078 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
079 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
080 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
081 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
082 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
083 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
084 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
085 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
086 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
087 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
088 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
089 0x3e3eb4ef 0.186237082 0000 0 0 00 0001 0 1 1 0x3e3eb4ef 0.186237082 0x3d7ad3bc 0.0612370819 0xc0000000 -2
090 0x3b21e105 0.00247007725 0000 0 0 00 0000 0 0 0 0x3b21e105 0.00247007725 0x3b21e105 0.00247007725 0x00000000 0
091 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
092 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
093 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
094 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
095 0xbc804174 -0.0156562105 1000 0 0 00 1000 0 0 0 0xbc804174 -0.0156562105 0xbc804174 -0.0156562105 0x00000000 0
096 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
097 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
098 0xbc67b700 -0.0141427517 1000 0 0 00 1000 0 0 0 0xbc67b700 -0.0141427517 0xbc67b700 -0.0141427517 0x00000000 0
099 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
100 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
101 0xbbfa45e4 -0.00763772614 1000 0 0 00 1000 0 0 0 0xbbfa45e4 -0.00763772614 0xbbfa45e4 -0.00763772614 0x00000000 0
102 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
103 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
104 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
105 0x3f93d994 1.15507746 0100 1 0 00 0110 3 0 0 0x3e1ecca0 0.155077457 0x3e1ecca0 0.155077457 0x00000000 0
106 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
107 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
108 0x3e8b5d01 0.272193938 0001 0 1 01 0010 1 0 0 0x3cb5d010 0.0221939385 0x3cb5d010 0.0221939385 0x80000000 -0
109 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
110 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
111 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
112 0x3ab40a8e 0.00137360557 0000 0 0 00 0000 0 0 0 0x3ab40a8e 0.00137360557 0x3ab40a8e 0.00137360557 0x00000000 0
113 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
114 0xbfaf6a5f -1.37043369 1101 1 1 01 1110 3 0 0 0xbdf6a5f0 -0.120433688 0xbebda97c -0.370433688 0x40000000 2
115 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
116 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
117 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
118 0x3bd83331 0.00659789937 0000 0 0 00 0000 0 0 0 0x3bd83331 0.00659789937 0x3bd83331 0.00659789937 0x00000000 0
119 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
120 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
121 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
122 0x3d80e166 0.0629299134 0000 0 0 00 0000 0 0 0 0x3d80e166 0.0629299134 0x3d80e166 0.0629299134 0x00000000 0
123 0xbe7f25da -0.24916783 1000 0 0 00 1001 0 1 1 0xbe7f25da -0.24916783 0xbdfe4bb4 -0.12416783 0xc0400000 -3
124 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
125 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
126 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
127 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
VALUES_END
END_CHUNK 57
BEGIN_CHUNK 58
err_exp1 3.97360158
err_exp2 4.4792881
chunk_diff_exp2_minus_exp1 -66
expected_e1_wins 33
expected_e2_wins 99
expected_e2_wins_shifted 24
expected_e2_wins_shift2 24
expected_decision exp1
expected_error 0x407e4f7d 3.97360158
chunk_max_abs_index 112
chunk_max_abs_scaled_value 0xbfffbea9 -1.99800599
chunk_max_abs_scaled_abs 0x3fffbea9 1.99800599
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0x3e7fbf6f 0.249753699 0000 0 0 00 0001 0 1 1 0x3e7fbf6f 0.249753699 0x3dff7ede 0.124753699 0xc0400000 -3
001 0x3bffb1ae 0.00780316349 0000 0 0 00 0000 0 0 0 0x3bffb1ae 0.00780316349 0x3bffb1ae 0.00780316349 0x00000000 0
002 0x3cff8e76 0.0311958604 0000 0 0 00 0000 0 0 0 0x3cff8e76 0.0311958604 0x3cff8e76 0.0311958604 0x00000000 0
003 0x3eff8a72 0.499103129 0001 0 1 01 0011 1 1 1 0x3e7f14e4 0.249103129 0x3dfe29c8 0.124103129 0xc0400000 -3
004 0xbfff8994 -1.99638605 1111 1 3 11 1111 3 1 1 0xbe7c4ca0 -0.246386051 0xbefe2650 -0.496386051 0x40400000 3
005 0x3f7fbe7d 0.999000371 0011 0 3 11 0101 2 1 1 0x3e7ef9f4 0.249000371 0x3e7ef9f4 0.249000371 0x00000000 0
006 0x3f7fad26 0.998735785 0011 0 3 11 0101 2 1 1 0x3e7eb498 0.248735785 0x3e7eb498 0.248735785 0x00000000 0
007 0x3eff9ad5 0.49922815 0001 0 1 01 0011 1 1 1 0x3e7f35aa 0.24922815 0x3dfe6b54 0.12422815 0xc0400000 -3
008 0xbaffa201 -0.0019503237 1000 0 0 00 1000 0 0 0 0xbaffa201 -0.0019503237 0xbaffa201 -0.0019503237 0x00000000 0
009 0x3fffb03e 1.99756598 0111 1 3 11 0111 3 1 1 0x3e7d81f0 0.247565985 0x3efec0f8 0.497565985 0x40400000 3
010 0x3eff80db 0.499029964 0001 0 1 01 0011 1 1 1 0x3e7f01b6 0.249029964 0x3dfe036c 0.124029964 0xc0400000 -3
011 0x3fffb3e3 1.99767721 0111 1 3 11 0111 3 1 1 0x3e7d9f18 0.247677207 0x3efecf8c 0.497677207 0x40400000 3
012 0x3cff8b1d 0.0311942641 0000 0 0 00 0000 0 0 0 0x3cff8b1d 0.0311942641 0x3cff8b1d 0.0311942641 0x00000000 0
013 0x3e7f8b6e 0.24955532 0000 0 0 00 0001 0 1 1 0x3e7f8b6e 0.24955532 0x3dff16dc 0.12455532 0xc0400000 -3
014 0xbeffbb78 -0.499477148 1001 0 1 01 1011 1 1 1 0xbe7f76f0 -0.249477148 0xbdfeede0 -0.124477148 0xc0400000 -3
015 0xbf7fb532 -0.998858571 1011 0 3 11 1101 2 1 1 0xbe7ed4c8 -0.248858571 0xbe7ed4c8 -0.248858571 0x00000000 0
016 0xbe7fb584 -0.249715865 1000 0 0 00 1001 0 1 1 0xbe7fb584 -0.249715865 0xbdff6b08 -0.124715865 0xc0400000 -3
017 0x3f7f88a1 0.998178542 0011 0 3 11 0101 2 1 1 0x3e7e2284 0.248178542 0x3e7e2284 0.248178542 0x00000000 0
018 0xbaffbc0d -0.00195109996 1000 0 0 00 1000 0 0 0 0xbaffbc0d -0.00195109996 0xbaffbc0d -0.00195109996 0x00000000 0
019 0x3eff9f9d 0.499264628 0001 0 1 01 0011 1 1 1 0x3e7f3f3a 0.249264628 0x3dfe7e74 0.124264628 0xc0400000 -3
020 0x3b7fa9c7 0.00390111073 0000 0 0 00 0000 0 0 0 0x3b7fa9c7 0.00390111073 0x3b7fa9c7 0.00390111073 0x00000000 0
021 0x3fffa770 1.99729729 0111 1 3 11 0111 3 1 1 0x3e7d3b80 0.247297287 0x3efe9dc0 0.497297287 0x40400000 3
022 0x3b7fb2e9 0.00390165509 0000 0 0 00 0000 0 0 0 0x3b7fb2e9 0.00390165509 0x3b7fb2e9 0.00390165509 0x00000000 0
023 0xbbffbb9a -0.00780434627 1000 0 0 00 1000 0 0 0 0xbbffbb9a -0.00780434627 0xbbffbb9a -0.00780434627 0x00000000 0
024 0xbeffbb80 -0.499477386 1001 0 1 01 1011 1 1 1 0xbe7f7700 -0.249477386 0xbdfeee00 -0.124477386 0xc0400000 -3
025 0x3f7fa369 0.998587191 0011 0 3 11 0101 2 1 1 0x3e7e8da4 0.248587191 0x3e7e8da4 0.248587191 0x00000000 0
026 0x3fff9e2d 1.99701464 0111 1 3 11 0111 3 1 1 0x3e7cf168 0.247014642 0x3efe78b4 0.497014642 0x40400000 3
027 0x3bff97b6 0.00780006777 0000 0 0 00 0000 0 0 0 0x3bff97b6 0.00780006777 0x3bff97b6 0.00780006777 0x00000000 0
028 0x3f7f9581 0.998374999 0011 0 3 11 0101 2 1 1 0x3e7e5604 0.248374999 0x3e7e5604 0.248374999 0x00000000 0
029 0x3c7fad8a 0.0156053398 0000 0 0 00 0000 0 0 0 0x3c7fad8a 0.0156053398 0x3c7fad8a 0.0156053398 0x00000000 0
030 0x3d7f8e80 0.062391758 0000 0 0 00 0000 0 0 0 0x3d7f8e80 0.062391758 0x3d7f8e80 0.062391758 0x00000000 0
031 0xbd7f8d2b -0.0623904876 1000 0 0 00 1000 0 0 0 0xbd7f8d2b -0.0623904876 0xbd7f8d2b -0.0623904876 0x00000000 0
032 0x3bffb949 0.00780407013 0000 0 0 00 0000 0 0 0 0x3bffb949 0.00780407013 0x3bffb949 0.00780407013 0x00000000 0
033 0xbeff84a7 -0.499058932 1001 0 1 01 1011 1 1 1 0xbe7f094e -0.249058932 0xbdfe129c -0.124058932 0xc0400000 -3
034 0x3c7fa377 0.0156029379 0000 0 0 00 0000 0 0 0 0x3c7fa377 0.0156029379 0x3c7fa377 0.0156029379 0x00000000 0
035 0xbd7fa1bf -0.0624101125 1000 0 0 00 1000 0 0 0 0xbd7fa1bf -0.0624101125 0xbd7fa1bf -0.0624101125 0x00000000 0
036 0x3f7fbe73 0.998999774 0011 0 3 11 0101 2 1 1 0x3e7ef9cc 0.248999774 0x3e7ef9cc 0.248999774 0x00000000 0
037 0x3b7f8f03 0.00389951537 0000 0 0 00 0000 0 0 0 0x3b7f8f03 0.00389951537 0x3b7f8f03 0.00389951537 0x00000000 0
038 0xbaff9310 -0.00194987841 1000 0 0 00 1000 0 0 0 0xbaff9310 -0.00194987841 0xbaff9310 -0.00194987841 0x00000000 0
039 0xbeff97e0 -0.499205589 1001 0 1 01 1011 1 1 1 0xbe7f2fc0 -0.249205589 0xbdfe5f80 -0.124205589 0xc0400000 -3
040 0xbeff91ee -0.49916023 1001 0 1 01 1011 1 1 1 0xbe7f23dc -0.24916023 0xbdfe47b8 -0.12416023 0xc0400000 -3
041 0xbe7fbc24 -0.249741137 1000 0 0 00 1001 0 1 1 0xbe7fbc24 -0.249741137 0xbdff7848 -0.124741137 0xc0400000 -3
042 0x3f7f8034 0.998049974 0011 0 3 11 0101 2 1 1 0x3e7e00d0 0.248049974 0x3e7e00d0 0.248049974 0x00000000 0
043 0xbeff8a99 -0.499104291 1001 0 1 01 1011 1 1 1 0xbe7f1532 -0.249104291 0xbdfe2a64 -0.124104291 0xc0400000 -3
044 0x3f7fa96d 0.998678982 0011 0 3 11 0101 2 1 1 0x3e7ea5b4 0.248678982 0x3e7ea5b4 0.248678982 0x00000000 0
045 0xbe7f8f25 -0.249569491 1000 0 0 00 1001 0 1 1 0xbe7f8f25 -0.249569491 0xbdff1e4a -0.124569491 0xc0400000 -3
046 0x3bffab69 0.0078024161 0000 0 0 00 0000 0 0 0 0x3bffab69 0.0078024161 0x3bffab69 0.0078024161 0x00000000 0
047 0xbbffaa29 -0.00780226709 1000 0 0 00 1000 0 0 0 0xbbffaa29 -0.00780226709 0xbbffaa29 -0.00780226709 0x00000000 0
048 0xbcffa1f2 -0.0312051512 1000 0 0 00 1000 0 0 0 0xbcffa1f2 -0.0312051512 0xbcffa1f2 -0.0312051512 0x00000000 0
049 0x3d7f8c3d 0.062389601 0000 0 0 00 0000 0 0 0 0x3d7f8c3d 0.062389601 0x3d7f8c3d 0.062389601 0x00000000 0
050 0xbf7f8e6a -0.998266816 1011 0 3 11 1101 2 1 1 0xbe7e39a8 -0.248266816 0xbe7e39a8 -0.248266816 0x00000000 0
051 0xbf7fab0b -0.998703659 1011 0 3 11 1101 2 1 1 0xbe7eac2c -0.248703659 0xbe7eac2c -0.248703659 0x00000000 0
052 0xbb7fba7b -0.00390210631 1000 0 0 00 1000 0 0 0 0xbb7fba7b -0.00390210631 0xbb7fba7b -0.00390210631 0x00000000 0
053 0xbe7f9f9e -0.249632329 1000 0 0 00 1001 0 1 1 0xbe7f9f9e -0.249632329 0xbdff3f3c -0.124632329 0xc0400000 -3
054 0xbe7fad97 -0.24968563 1000 0 0 00 1001 0 1 1 0xbe7fad97 -0.24968563 0xbdff5b2e -0.12468563 0xc0400000 -3
055 0x3c7fa212 0.0156026054 0000 0 0 00 0000 0 0 0 0x3c7fa212 0.0156026054 0x3c7fa212 0.0156026054 0x00000000 0
056 0xbd7f8fbf -0.0623929463 1000 0 0 00 1000 0 0 0 0xbd7f8fbf -0.0623929463 0xbd7f8fbf -0.0623929463 0x00000000 0
057 0x3dff8aa4 0.124776155 0000 0 0 00 0000 0 0 0 0x3dff8aa4 0.124776155 0x3dff8aa4 0.124776155 0x00000000 0
058 0x3eff9e4f 0.499254674 0001 0 1 01 0011 1 1 1 0x3e7f3c9e 0.249254674 0x3dfe793c 0.124254674 0xc0400000 -3
059 0x3bff92e3 0.00779949268 0000 0 0 00 0000 0 0 0 0x3bff92e3 0.00779949268 0x3bff92e3 0.00779949268 0x00000000 0
060 0x3bff9a22 0.00780035648 0000 0 0 00 0000 0 0 0 0x3bff9a22 0.00780035648 0x3bff9a22 0.00780035648 0x00000000 0
061 0xbf7fae90 -0.998757362 1011 0 3 11 1101 2 1 1 0xbe7eba40 -0.248757362 0xbe7eba40 -0.248757362 0x00000000 0
062 0xbdff8cfc -0.124780625 1000 0 0 00 1000 0 0 0 0xbdff8cfc -0.124780625 0xbdff8cfc -0.124780625 0x00000000 0
063 0xbeffb671 -0.499438792 1001 0 1 01 1011 1 1 1 0xbe7f6ce2 -0.249438792 0xbdfed9c4 -0.124438792 0xc0400000 -3
064 0xbdffa26a -0.124821499 1000 0 0 00 1000 0 0 0 0xbdffa26a -0.124821499 0xbdffa26a -0.124821499 0x00000000 0
065 0xbf7fade6 -0.99874723 1011 0 3 11 1101 2 1 1 0xbe7eb798 -0.24874723 0xbe7eb798 -0.24874723 0x00000000 0
066 0x3cff9dd6 0.0312031917 0000 0 0 00 0000 0 0 0 0x3cff9dd6 0.0312031917 0x3cff9dd6 0.0312031917 0x00000000 0
067 0xbe7f8573 -0.249532506 1000 0 0 00 1001 0 1 1 0xbe7f8573 -0.249532506 0xbdff0ae6 -0.124532506 0xc0400000 -3
068 0xbfff95e0 -1.99676132 1111 1 3 11 1111 3 1 1 0xbe7caf00 -0.246761322 0xbefe5780 -0.496761322 0x40400000 3
069 0xbf7fa21a -0.998567224 1011 0 3 11 1101 2 1 1 0xbe7e8868 -0.248567224 0xbe7e8868 -0.248567224 0x00000000 0
070 0x3effbdd4 0.499495149 0001 0 1 01 0011 1 1 1 0x3e7f7ba8 0.249495149 0x3dfef750 0.124495149 0xc0400000 -3
071 0xbbffb6d1 -0.00780377584 1000 0 0 00 1000 0 0 0 0xbbffb6d1 -0.00780377584 0xbbffb6d1 -0.00780377584 0x00000000 0
072 0xbd7fa6a4 -0.0624147803 1000 0 0 00 1000 0 0 0 0xbd7fa6a4 -0.0624147803 0xbd7fa6a4 -0.0624147803 0x00000000 0
073 0x3cffaf61 0.0312115569 0000 0 0 00 0000 0 0 0 0x3cffaf61 0.0312115569 0x3cffaf61 0.0312115569 0x00000000 0
074 0xbe7f99b2 -0.249609739 1000 0 0 00 1001 0 1 1 0xbe7f99b2 -0.249609739 0xbdff3364 -0.124609739 0xc0400000 -3
075 0xbd7fbf8f -0.0624385439 1000 0 0 00 1000 0 0 0 0xbd7fbf8f -0.0624385439 0xbd7fbf8f -0.0624385439 0x00000000 0
076 0xbdff8237 -0.124760084 1000 0 0 00 1000 0 0 0 0xbdff8237 -0.124760084 0xbdff8237 -0.124760084 0x00000000 0
077 0xbeffa9b7 -0.499341697 1001 0 1 01 1011 1 1 1 0xbe7f536e -0.249341697 0xbdfea6dc -0.124341697 0xc0400000 -3
078 0x3aff8cef 0.00194969575 0000 0 0 00 0000 0 0 0 0x3aff8cef 0.00194969575 0x3aff8cef 0.00194969575 0x00000000 0
079 0x3dff8908 0.124773085 0000 0 0 00 0000 0 0 0 0x3dff8908 0.124773085 0x3dff8908 0.124773085 0x00000000 0
080 0xbc7f85d5 -0.0155958729 1000 0 0 00 1000 0 0 0 0xbc7f85d5 -0.0155958729 0xbc7f85d5 -0.0155958729 0x00000000 0
081 0xbf7fa54d -0.99861604 1011 0 3 11 1101 2 1 1 0xbe7e9534 -0.24861604 0xbe7e9534 -0.24861604 0x00000000 0
082 0x3aff9ee4 0.00195023092 0000 0 0 00 0000 0 0 0 0x3aff9ee4 0.00195023092 0x3aff9ee4 0.00195023092 0x00000000 0
083 0x3d7f8faa 0.0623928681 0000 0 0 00 0000 0 0 0 0x3d7f8faa 0.0623928681 0x3d7f8faa 0.0623928681 0x00000000 0
084 0xbe7fb7d8 -0.249724746 1000 0 0 00 1001 0 1 1 0xbe7fb7d8 -0.249724746 0xbdff6fb0 -0.124724746 0xc0400000 -3
085 0xbf7fa246 -0.998569846 1011 0 3 11 1101 2 1 1 0xbe7e8918 -0.248569846 0xbe7e8918 -0.248569846 0x00000000 0
086 0x3eff928a 0.499164879 0001 0 1 01 0011 1 1 1 0x3e7f2514 0.249164879 0x3dfe4a28 0.124164879 0xc0400000 -3
087 0xbdffa0b9 -0.124818273 1000 0 0 00 1000 0 0 0 0xbdffa0b9 -0.124818273 0xbdffa0b9 -0.124818273 0x00000000 0
088 0xbeffb6c7 -0.499441355 1001 0 1 01 1011 1 1 1 0xbe7f6d8e -0.249441355 0xbdfedb1c -0.124441355 0xc0400000 -3
089 0xbd7f9b3e -0.0624039099 1000 0 0 00 1000 0 0 0 0xbd7f9b3e -0.0624039099 0xbd7f9b3e -0.0624039099 0x00000000 0
090 0x3d7fa693 0.0624147169 0000 0 0 00 0000 0 0 0 0x3d7fa693 0.0624147169 0x3d7fa693 0.0624147169 0x00000000 0
091 0x3cff8c5f 0.0311948638 0000 0 0 00 0000 0 0 0 0x3cff8c5f 0.0311948638 0x3cff8c5f 0.0311948638 0x00000000 0
092 0x3e7fb64c 0.249718845 0000 0 0 00 0001 0 1 1 0x3e7fb64c 0.249718845 0x3dff6c98 0.124718845 0xc0400000 -3
093 0x3bff9d53 0.00780073693 0000 0 0 00 0000 0 0 0 0x3bff9d53 0.00780073693 0x3bff9d53 0.00780073693 0x00000000 0
094 0xbd7fa458 -0.0624125898 1000 0 0 00 1000 0 0 0 0xbd7fa458 -0.0624125898 0xbd7fa458 -0.0624125898 0x00000000 0
095 0x3bffa096 0.00780112576 0000 0 0 00 0000 0 0 0 0x3bffa096 0.00780112576 0x3bffa096 0.00780112576 0x00000000 0
096 0x3eff830a 0.499046624 0001 0 1 01 0011 1 1 1 0x3e7f0614 0.249046624 0x3dfe0c28 0.124046624 0xc0400000 -3
097 0x3bff9fbd 0.00780102471 0000 0 0 00 0000 0 0 0 0x3bff9fbd 0.00780102471 0x3bff9fbd 0.00780102471 0x00000000 0
098 0x3fffa144 1.99710894 0111 1 3 11 0111 3 1 1 0x3e7d0a20 0.247108936 0x3efe8510 0.497108936 0x40400000 3
099 0xbcffbe55 -0.0312186871 1000 0 0 00 1000 0 0 0 0xbcffbe55 -0.0312186871 0xbcffbe55 -0.0312186871 0x00000000 0
100 0xbfffaf74 -1.9975419 1111 1 3 11 1111 3 1 1 0xbe7d7ba0 -0.247541904 0xbefebdd0 -0.497541904 0x40400000 3
101 0x3bffb9d0 0.007804133 0000 0 0 00 0000 0 0 0 0x3bffb9d0 0.007804133 0x3bffb9d0 0.007804133 0x00000000 0
102 0x3bff9dca 0.00780079234 0000 0 0 00 0000 0 0 0 0x3bff9dca 0.00780079234 0x3bff9dca 0.00780079234 0x00000000 0
103 0xbfffa6f8 -1.99728298 1111 1 3 11 1111 3 1 1 0xbe7d37c0 -0.247282982 0xbefe9be0 -0.497282982 0x40400000 3
104 0x3eff969b 0.499195904 0001 0 1 01 0011 1 1 1 0x3e7f2d36 0.249195904 0x3dfe5a6c 0.124195904 0xc0400000 -3
105 0x3cff8605 0.0311918352 0000 0 0 00 0000 0 0 0 0x3cff8605 0.0311918352 0x3cff8605 0.0311918352 0x00000000 0
106 0x3b7f9916 0.00390011584 0000 0 0 00 0000 0 0 0 0x3b7f9916 0.00390011584 0x3b7f9916 0.00390011584 0x00000000 0
107 0x3f7fb6bd 0.998882115 0011 0 3 11 0101 2 1 1 0x3e7edaf4 0.248882115 0x3e7edaf4 0.248882115 0x00000000 0
108 0x3fffb376 1.99766421 0111 1 3 11 0111 3 1 1 0x3e7d9bb0 0.247664213 0x3efecdd8 0.497664213 0x40400000 3
